Commit,Status,Time(seconds),Notes,Command
https://github.com/JanusGraph/janusgraph/commit/1943d78985cde823f86d8c48fad604d0219e8d1d,M,,abstract test case not detected by JUnit,
https://github.com/sofastack/sofa-boot/commit/2a7369d568212f4f6ff40f2a8c91e43e5425bef6,UP,,(patch not covered. confirmed: https://app.codecov.io/gh/sofastack/sofa-boot/pull/1008),
https://github.com/hazelcast/hazelcast/commit/a66baec6ff35ad09d78750a5c2ae6320898a9df7,UP,,,
https://github.com/hazelcast/hazelcast/commit/d7d0a32f817759e410b5df36dc053f8514a554d4,UP,,,
https://github.com/hazelcast/hazelcast/commit/c3fb1dcc33f4e42cd93b6e940671f8f5ecfc1665,UP,,,
https://github.com/hazelcast/hazelcast/commit/4fcbac164f071df226332366d6839b1232ed93e0,SMC,,,
https://github.com/hazelcast/hazelcast/commit/3928d6ecf1d34e8a678f775d8274a770b64e8ceb,UP,,,
https://github.com/hazelcast/hazelcast/commit/ebb52af05fc20e5babdda98ccfb721477cea4b1e,SMC,,,
https://github.com/mapstruct/mapstruct/commit/4708f4b2aa1d165b17f8d42586085c2c8d8aaf2a,UP,,(cannot find test; index and clover),
https://github.com/apache/druid/commit/a879d91a2059afb63a29c34577b2009f1c83121f,UP,,(patch not covered. https://app.codecov.io/gh/apache/druid/blob/master/server/src/main/java/org/apache/druid/server/security/UnsecuredResourceFilter.java),
https://github.com/apache/shardingsphere/commit/f8d211524dc871533769871d549b360e7c221ea6,UP,,(patch not covered. confirm by checking out to this commit),
https://github.com/apache/shardingsphere/commit/f6b5a018567fbddf0373edf2c95811fc765dd3fb,UP,,(patch not covered. confirm: https://app.codecov.io/gh/apache/shardingsphere/blob/master/shardingsphere-proxy/shardingsphere-proxy-backend/src/main/java/org/apache/shardingsphere/proxy/backend/handler/transaction/TransactionSetHandler.java),
https://github.com/apache/shardingsphere/commit/0170a81ebf1211a2003f7391307ea56e81e7f5d1,TC,,(no breakpoints/return are encountered),
https://github.com/apache/shardingsphere/commit/4e35795238c27ee885cc247d567c008d6e92de5e,TC,,,
https://github.com/apache/shardingsphere/commit/d8893dd862f1347e86bb17f72eb29d7d6964ac2b,TC,,,
https://github.com/apache/shardingsphere/commit/b75b6f841ce658ddb37def15fa37f5d8ad03ae6c,TC,,,
https://github.com/apache/shardingsphere/commit/91aed71e895707ba4a69d7c5de1d58370ac85950,TC,,,
https://github.com/apache/shardingsphere/commit/9984d6b2caacde7730066aeecd6df493f66eecab,UP,,,
https://github.com/alibaba/nacos/commit/0cf9c24086ac904e350fc53b4b9f44e0f439e318,S,,,java -jar main/target/collector-sahab-0.5.2-SNAPSHOT-jar-with-dependencies.jar -p /home/aman/testrepos/nacos -c naming/src/main/java/com/alibaba/nacos/naming/core/Cluster.java  --slug alibaba/nacos -l a9af1bf -r 0cf9c24 --execution-depth 3  --output-path nacos.html --selected-tests com.alibaba.nacos.naming.core.ClusterTest
https://github.com/alibaba/nacos/commit/aba8819bb679314dffa4777431f5d2631fe054f3,S,169.94 / 288.11,https://khaes-kth.github.io/PatchExplainer/rq3_commit_analysis/nacos_aba8819bb679314dffa4777431f5d2631fe054f3_3_random.html (random),python3 scripts/bribe-sahab.py -p /home/aman/testrepos/nacos -t com.alibaba.nacos.client.config.http.ServerHttpAgentTest -c client/src/main/java/com/alibaba/nacos/client/config/http/ServerHttpAgent.java -l  9819820 -r aba8819bb679314dffa4777431f5d2631fe054f3 --execution-depth=3
https://github.com/alibaba/nacos/commit/ec134a3bc455870904fc1cbd2271dc86c89ec88b,UP,,(patch not covered acc to clover),
https://github.com/alibaba/canal/commit/9d37bb87b75b4f0c584cf2cdbf97a5df3cdc22a2,UP,,(patch not covered: https://app.codecov.io/gh/alibaba/canal/blob/master/instance/manager/src/main/java/com/alibaba/otter/canal/instance/manager/plain/PlainCanalConfigClient.java 5% coverage :P),
https://github.com/apache/dubbo/commit/2ad527e6e96256a9c0d53ba8a953f7d9e649cf03,SMC,,(not a single method. bug in single-method),
https://github.com/apache/dubbo/commit/bb7f942c5dc1649ff8e0be939639280e44c731a7,S,,https://khaes-kth.github.io/PatchExplainer/rq3_commit_analysis/dubbo_bb7f942c5dc1649ff8e0be939639280e44c731a7_0.html,
https://github.com/apache/dubbo/commit/af0d2d2b5858f4ca83f2fc25ccadc6bf7ae50a26,UP,,(patch not covered: clover),
https://github.com/apache/dubbo/commit/c90f8700e217266f899874293aeda7545d50b614,UP,,(patch not covered: clover),
https://github.com/apache/dubbo/commit/e5b1caf583e710f2b7bd8b243b837de01ccdaa7c,SMC,,(bug in MLF. more than 2 members),
https://github.com/apache/dubbo/commit/9ba4fe3ce67053a104d3023db1894ecb180628e6,M,,(patch not covered acc to clover),
https://github.com/apache/dubbo/commit/6254d120c938f3a2a7b59ab373d6e8348ef98bec,M,,(same as above; merge commit),
https://github.com/apache/dubbo/commit/5081fe15b3457faa4dc561aeb58e80a2f892adae,M,,(same as above; merge commit),
https://github.com/apache/dubbo/commit/fabff5720ccc70b80e5812412e38e61e8492aed4,UP,,(same as above; merge commit),
https://github.com/apache/dubbo/commit/5fe66d1c4b48bcdc68ac111990356cc6922f9b72,UP,,(patch not covered: https://app.codecov.io/gh/apache/dubbo/pull/10464),
https://github.com/apache/dubbo/commit/c84b745bb196f51cee304fa80c6821db9ea2d93d,SD,,(no matched lines),
https://github.com/apache/dubbo/commit/6b095f1c68b546c9f0ce72dd91b9c1d2792c60be,S,,random diff,java -jar main/target/collector-sahab-0.5.2-SNAPSHOT-jar-with-dependencies.jar -p /home/aman/testrepos/dubbo -c dubbo-configcenter/dubbo-configcenter-zookeeper/src/main/java/org/apache/dubbo/configcenter/support/zookeeper/ZookeeperDynamicConfiguration.java  --slug apache/dubbo -l 438519c -r 6b095f1c68b546c9f0ce72dd91b9c1d2792c60be --execution-depth 3  --output-path output1_random.html --selected-tests org.apache.dubbo.config.spring.issues.issue9172.MultipleConsumerAndProviderTest --exclude-random-values
https://github.com/apache/dubbo/commit/29e4e4235b3dfdfdd4cd562bdc835bbd779634f4,S,,,java -jar main/target/collector-sahab-0.5.2-SNAPSHOT-jar-with-dependencies.jar -p /home/aman/testrepos/dubbo -c dubbo-config/dubbo-config-spring/src/main/java/org/apache/dubbo/config/spring/context/DubboInfraBeanRegisterPostProcessor.java  --slug apache/dubbo -l  5672148 -r 29e4e42 --execution-depth 3  --output-path output0_random.html --selected-tests org.apache.dubbo.config.spring.ConfigTest::testServiceClass  --exclude-random-values
